Short ID,Survival,Quantity,Height (cm),Open Closed,Location UML,Water Yes No,Sampling Group
U_O_10_1,FALSE,0,0,Open,Upper,Yes,U_O
U_O_10_3,FALSE,0,0,Open,Upper,Yes,U_O
U_O_10_4,FALSE,0,0,Open,Upper,Yes,U_O
U_O_11_1,FALSE,0,0,Open,Upper,No,U_O
U_O_11_4,FALSE,0,0,Open,Upper,Yes,U_O
U_O_12_2,FALSE,0,0,Open,Upper,Yes,U_O
U_O_12_3,FALSE,0,0,Open,Upper,Yes,U_O
U_O_13_2,FALSE,0,0,Open,Upper,Yes,U_O
U_O_14_1,FALSE,0,0,Open,Upper,Yes,U_O
U_O_16_4,FALSE,0,0,Open,Upper,No,U_O
U_O_17_2,FALSE,0,0,Open,Upper,Yes,U_O
U_O_17_3,FALSE,0,0,Open,Upper,Yes,U_O
U_O_18_1,FALSE,0,0,Open,Upper,No,U_O
U_O_18_2,FALSE,0,0,Open,Upper,Yes,U_O
U_O_19_1,FALSE,0,0,Open,Upper,No,U_O
U_O_19_3,FALSE,0,0,Open,Upper,No,U_O
U_O_20_1,FALSE,0,0,Open,Upper,No,U_O
U_O_20_2,FALSE,0,0,Open,Upper,No,U_O
U_O_21_1,FALSE,0,0,Open,Upper,Yes,U_O
U_O_21_2,FALSE,0,0,Open,Upper,No,U_O
U_O_21_4,FALSE,0,0,Open,Upper,Yes,U_O
U_O_22_1,FALSE,0,0,Open,Upper,Yes,U_O
U_O_22_2,FALSE,0,0,Open,Upper,No,U_O
U_O_22_3,FALSE,0,0,Open,Upper,No,U_O
U_O_22_4,FALSE,0,0,Open,Upper,Yes,U_O
U_O_23_2,FALSE,0,0,Open,Upper,Yes,U_O
U_O_23_3,FALSE,0,0,Open,Upper,Yes,U_O
U_O_23_4,FALSE,0,0,Open,Upper,No,U_O
U_O_24_1,FALSE,0,0,Open,Upper,Yes,U_O
U_O_24_3,FALSE,0,0,Open,Upper,No,U_O
U_O_25_1,FALSE,0,0,Open,Upper,No,U_O
U_O_25_4,FALSE,0,0,Open,Upper,Yes,U_O
U_O_27_3,FALSE,0,0,Open,Upper,No,U_O
U_O_27_4,FALSE,0,0,Open,Upper,No,U_O
U_O_28_1,FALSE,0,0,Open,Upper,Yes,U_O
U_O_28_2,FALSE,0,0,Open,Upper,No,U_O
U_O_28_3,FALSE,0,0,Open,Upper,No,U_O
U_O_28_4,FALSE,0,0,Open,Upper,No,U_O
U_O_29_2,FALSE,0,0,Open,Upper,No,U_O
U_O_29_3,FALSE,0,0,Open,Upper,No,U_O
U_O_30_1,FALSE,0,0,Open,Upper,Yes,U_O
U_O_30_2,FALSE,0,0,Open,Upper,Yes,U_O
U_O_30_4,FALSE,0,0,Open,Upper,No,U_O
U_O_31_1,FALSE,0,0,Open,Upper,Yes,U_O
U_O_31_4,FALSE,0,0,Open,Upper,No,U_O
U_O_32_1,FALSE,0,0,Open,Upper,No,U_O
U_O_32_2,FALSE,0,0,Open,Upper,No,U_O
U_O_32_4,FALSE,0,0,Open,Upper,Yes,U_O
U_O_33_2,FALSE,0,0,Open,Upper,Yes,U_O
U_O_34_1,FALSE,0,0,Open,Upper,Yes,U_O
U_O_34_2,FALSE,0,0,Open,Upper,No,U_O
U_O_35_1,FALSE,0,0,Open,Upper,No,U_O
U_O_35_3,FALSE,0,0,Open,Upper,Yes,U_O
U_O_36_1,FALSE,0,0,Open,Upper,Yes,U_O
U_O_36_3,FALSE,0,0,Open,Upper,No,U_O
U_O_36_4,FALSE,0,0,Open,Upper,Yes,U_O
U_O_37_4,FALSE,0,0,Open,Upper,No,U_O
U_O_38_1,FALSE,0,0,Open,Upper,Yes,U_O
U_O_38_2,FALSE,0,0,Open,Upper,Yes,U_O
U_O_38_3,FALSE,0,0,Open,Upper,Yes,U_O
U_O_38_4,FALSE,0,0,Open,Upper,Yes,U_O
U_O_39_1,FALSE,0,0,Open,Upper,No,U_O
U_O_39_3,FALSE,0,0,Open,Upper,Yes,U_O
U_O_39_4,FALSE,0,0,Open,Upper,Yes,U_O
U_O_40_3,FALSE,0,0,Open,Upper,No,U_O
U_O_40_4,FALSE,0,0,Open,Upper,No,U_O
U_O_41_3,FALSE,0,0,Open,Upper,Yes,U_O
U_O_42_4,FALSE,0,0,Open,Upper,No,U_O
U_O_42_5,FALSE,0,0,Open,Upper,Yes,U_O
U_O_44_1,FALSE,0,0,Open,Upper,No,U_O
U_O_45_2,FALSE,0,0,Open,Upper,No,U_O
U_O_46_1,FALSE,0,0,Open,Upper,No,U_O
U_O_46_2,FALSE,0,0,Open,Upper,No,U_O
U_O_46_3,FALSE,0,0,Open,Upper,Yes,U_O
U_O_46_4,FALSE,0,0,Open,Upper,No,U_O
U_O_47_2,FALSE,0,0,Open,Upper,Yes,U_O
U_O_47_3,TRUE,0,0,Open,Upper,No,U_O
U_O_48_1,FALSE,0,0,Open,Upper,No,U_O
U_O_48_3,FALSE,0,0,Open,Upper,No,U_O
U_O_48_4,FALSE,0,0,Open,Upper,Yes,U_O
U_O_49_1,FALSE,0,0,Open,Upper,Yes,U_O
U_O_50_4,FALSE,0,0,Open,Upper,Yes,U_O
U_O_52_2,FALSE,0,0,Open,Upper,Yes,U_O
U_O_52_3,FALSE,0,0,Open,Upper,No,U_O
U_O_52_4,FALSE,0,0,Open,Upper,No,U_O
L_C_15_1,FALSE,0,1,Closed,Lower,Yes,L_C
L_O_48_3,TRUE,1,1.5,Open,Lower,No,L_O
L_C_43_2,TRUE,1,1.7,Closed,Lower,Yes,L_C
U_O_04_2,TRUE,1,3,Open,Upper,No,U_O
L_O_10_1,TRUE,1,3.1,Open,Lower,Yes,L_O
U_O_15_3,TRUE,1,4,Open,Upper,No,U_O
U_O_23_1,TRUE,1,4,Open,Upper,Yes,U_O
M_O_28_1,TRUE,2,4.5,Open,Middle,Yes,M_O
L_O_52_4,TRUE,1,5,Open,Lower,No,L_O
M_C_02_4,TRUE,1,5,Closed,Middle,No,M_C
U_C_17_2,TRUE,10,5,Closed,Upper,Yes,U_C
U_O_05_2,TRUE,1,5,Open,Upper,No,U_O
U_O_06_1,TRUE,1,5,Open,Upper,Yes,U_O
U_O_37_3,TRUE,1,5,Open,Upper,No,U_O
M_C_40_3,TRUE,1,5.5,Closed,Middle,No,M_C
L_C_29_3,TRUE,1,6,Closed,Lower,No,L_C
L_O_08_3,TRUE,1,6,Open,Lower,Yes,L_O
L_O_43_3,TRUE,1,6,Open,Lower,Yes,L_O
M_C_31_4,TRUE,2,6,Closed,Middle,Yes,M_C
M_C_33_2,TRUE,2,6,Closed,Middle,No,M_C
M_C_46_4,TRUE,1,6,Closed,Middle,No,M_C
M_O_25_1,TRUE,2,6,Open,Middle,Yes,M_O
U_C_20_4,TRUE,1,6,Closed,Upper,Yes,U_C
U_C_30_4,TRUE,2,6,Closed,Upper,No,U_C
U_C_36_4,TRUE,1,6,Closed,Upper,No,U_C
U_O_11_2,TRUE,2,6,Open,Upper,Yes,U_O
U_O_12_1,TRUE,2,6,Open,Upper,Yes,U_O
U_O_39_2,TRUE,1,6,Open,Upper,Yes,U_O
U_O_51_1,TRUE,2,6,Open,Upper,No,U_O
U_O_51_3,TRUE,1,6,Open,Upper,No,U_O
L_C_12_4,TRUE,1,6.5,Closed,Lower,No,L_C
L_C_13_3,TRUE,2,6.5,Closed,Lower,Yes,L_C
L_O_48_2,TRUE,1,6.5,Open,Lower,No,L_O
M_O_27_2,TRUE,1,6.5,Open,Middle,No,M_O
U_C_42_3,TRUE,1,6.5,Closed,Upper,No,U_C
L_C_05_2,TRUE,1,7,Closed,Lower,Yes,L_C
M_C_03_3,TRUE,1,7,Closed,Middle,No,M_C
M_C_14_2,TRUE,1,7,Closed,Middle,No,M_C
M_C_36_1,TRUE,2,7,Closed,Middle,Yes,M_C
M_O_23_2,TRUE,1,7,Open,Middle,Yes,M_O
U_C_08_2,TRUE,2,7,Closed,Upper,No,U_C
U_O_11_3,TRUE,2,7,Open,Upper,No,U_O
U_O_12_4,TRUE,2,7,Open,Upper,No,U_O
U_O_33_4,TRUE,1,7,Open,Upper,No,U_O
L_C_15_2,TRUE,1,7.5,Closed,Lower,No,L_C
L_O_47_2,TRUE,1,7.5,Open,Lower,No,L_O
M_O_21_1,TRUE,1,7.5,Open,Middle,No,M_O
L_C_01_2,TRUE,1,8,Closed,Lower,Yes,L_C
L_C_50_1,TRUE,1,8,Closed,Lower,No,L_C
L_O_53_4,TRUE,1,8,Open,Lower,No,L_O
M_C_06_2,TRUE,3,8,Closed,Middle,Yes,M_C
M_C_15_1,TRUE,2,8,Closed,Middle,Yes,M_C
M_C_24_1,TRUE,1,8,Closed,Middle,No,M_C
M_C_46_2,TRUE,1,8,Closed,Middle,No,M_C
M_C_47_1,TRUE,1,8,Closed,Middle,Yes,M_C
M_C_51_2,TRUE,1,8,Closed,Middle,Yes,M_C
M_O_17_2,TRUE,3,8,Open,Middle,Yes,M_O
M_O_38_2,TRUE,1,8,Open,Middle,No,M_O
M_O_44_1,TRUE,1,8,Open,Middle,No,M_O
U_C_31_1,TRUE,1,8,Closed,Upper,Yes,U_C
U_O_14_3,TRUE,2,8,Open,Upper,Yes,U_O
U_O_29_1,TRUE,2,8,Open,Upper,Yes,U_O
U_O_45_3,TRUE,2,8,Open,Upper,No,U_O
L_C_13_1,TRUE,1,8.1,Closed,Lower,No,L_C
U_C_27_3,TRUE,1,8.1,Closed,Upper,No,U_C
U_C_39_1,TRUE,1,8.5,Closed,Upper,No,U_C
U_C_20_3,TRUE,2,8.7,Closed,Upper,No,U_C
L_C_05_4,TRUE,1,9,Closed,Lower,Yes,L_C
L_C_26_4,TRUE,1,9,Closed,Lower,Yes,L_C
L_C_31_2,TRUE,1,9,Closed,Lower,Yes,L_C
L_C_31_3,TRUE,1,9,Closed,Lower,No,L_C
L_C_41_1,TRUE,1,9,Closed,Lower,No,L_C
L_O_47_1,TRUE,1,9,Open,Lower,No,L_O
M_C_30_3,TRUE,1,9,Closed,Middle,No,M_C
M_C_41_2,TRUE,2,9,Closed,Middle,Yes,M_C
M_O_21_3,TRUE,2,9,Open,Middle,No,M_O
M_O_29_1,TRUE,1,9,Open,Middle,No,M_O
M_O_30_3,TRUE,1,9,Open,Middle,Yes,M_O
M_O_35_4,TRUE,1,9,Open,Middle,Yes,M_O
M_O_48_3,TRUE,1,9,Open,Middle,No,M_O
U_C_01_3,TRUE,1,9,Closed,Upper,No,U_C
U_C_40_2,TRUE,1,9,Closed,Upper,Yes,U_C
U_C_41_1,TRUE,1,9,Closed,Upper,Yes,U_C
U_C_42_4,TRUE,1,9,Closed,Upper,Yes,U_C
U_C_49_4,TRUE,1,9,Closed,Upper,Yes,U_C
U_O_09_1,TRUE,1,9,Open,Upper,No,U_O
U_O_13_1,TRUE,1,9,Open,Upper,No,U_O
U_O_34_4,TRUE,1,9,Open,Upper,Yes,U_O
U_O_50_1,TRUE,1,9,Open,Upper,Yes,U_O
U_O_52_1,TRUE,2,9,Open,Upper,Yes,U_O
L_C_04_2,TRUE,1,9.5,Closed,Lower,Yes,L_C
L_O_03_1,TRUE,1,9.5,Open,Lower,Yes,L_O
L_O_06_1,TRUE,1,9.5,Open,Lower,No,L_O
U_C_21_3,TRUE,2,9.5,Closed,Upper,No,U_C
U_C_40_1,TRUE,2,9.5,Closed,Upper,Yes,U_C
L_C_16_1,TRUE,1,9.8,Closed,Lower,Yes,L_C
M_O_47_4,TRUE,1,9.8,Open,Middle,Yes,M_O
L_O_49_3,TRUE,1,9.9,Open,Lower,No,L_O
U_C_27_1,TRUE,2,9.9,Closed,Upper,No,U_C
L_C_32_2,TRUE,2,10,Closed,Lower,Yes,L_C
L_C_40_4,TRUE,1,10,Closed,Lower,No,L_C
L_C_45_1,TRUE,1,10,Closed,Lower,No,L_C
L_C_51_4,TRUE,1,10,Closed,Lower,No,L_C
L_O_45_1,TRUE,1,10,Open,Lower,No,L_O
L_O_50_3,TRUE,1,10,Open,Lower,Yes,L_O
M_C_05_1,TRUE,1,10,Closed,Middle,Yes,M_C
M_C_10_1,TRUE,2,10,Closed,Middle,No,M_C
M_C_18_4,TRUE,3,10,Closed,Middle,No,M_C
M_C_20_2,TRUE,3,10,Closed,Middle,Yes,M_C
M_C_23_3,TRUE,4,10,Closed,Middle,No,M_C
M_C_36_2,TRUE,1,10,Closed,Middle,No,M_C
M_C_42_1,TRUE,2,10,Closed,Middle,Yes,M_C
M_C_46_3,TRUE,1,10,Closed,Middle,No,M_C
M_C_49_1,TRUE,1,10,Closed,Middle,No,M_C
M_C_50_1,TRUE,1,10,Closed,Middle,No,M_C
M_O_36_2,TRUE,1,10,Open,Middle,No,M_O
M_O_42_2,TRUE,1,10,Open,Middle,Yes,M_O
M_O_46_1,TRUE,1,10,Open,Middle,Yes,M_O
M_O_50_2,TRUE,1,10,Open,Middle,No,M_O
U_C_01_1,TRUE,1,10,Closed,Upper,No,U_C
U_C_07_1,TRUE,1,10,Closed,Upper,Yes,U_C
U_C_10_1,TRUE,2,10,Closed,Upper,No,U_C
U_C_32_4,TRUE,2,10,Closed,Upper,No,U_C
U_C_36_2,TRUE,2,10,Closed,Upper,No,U_C
U_C_38_3,TRUE,3,10,Closed,Upper,Yes,U_C
U_C_43_2,TRUE,1,10,Closed,Upper,Yes,U_C
U_O_03_2,TRUE,1,10,Open,Upper,No,U_O
U_O_03_4,TRUE,1,10,Open,Upper,No,U_O
U_O_07_2,TRUE,2,10,Open,Upper,Yes,U_O
U_O_21_3,TRUE,1,10,Open,Upper,No,U_O
U_O_27_1,TRUE,1,10,Open,Upper,Yes,U_O
U_O_27_2,TRUE,2,10,Open,Upper,No,U_O
U_O_37_2,TRUE,1,10,Open,Upper,No,U_O
U_O_42_1,TRUE,1,10,Open,Upper,No,U_O
U_O_42_2,TRUE,1,10,Open,Upper,Yes,U_O
U_O_42_3,TRUE,2,10,Open,Upper,No,U_O
U_O_45_4,TRUE,1,10,Open,Upper,Yes,U_O
L_O_11_1,TRUE,1,10.5,Open,Lower,No,L_O
M_C_42_3,TRUE,3,10.5,Closed,Middle,Yes,M_C
M_C_44_3,TRUE,1,10.5,Closed,Middle,Yes,M_C
M_O_21_2,TRUE,2,10.5,Open,Middle,No,M_O
U_C_14_3,TRUE,2,10.5,Closed,Upper,Yes,U_C
U_C_27_4,TRUE,2,10.5,Closed,Upper,No,U_C
U_C_36_1,TRUE,3,10.5,Closed,Upper,Yes,U_C
M_O_18_1,TRUE,1,10.6,Open,Middle,Yes,M_O
M_O_19_3,FALSE,0,10.7,Open,Middle,No,M_O
U_C_24_3,TRUE,1,10.9,Closed,Upper,Yes,U_C
L_C_13_4,TRUE,1,11,Closed,Lower,No,L_C
L_C_18_1,TRUE,1,11,Closed,Lower,No,L_C
L_C_22_3,TRUE,1,11,Closed,Lower,Yes,L_C
L_C_22_4,TRUE,1,11,Closed,Lower,No,L_C
L_C_31_4,TRUE,1,11,Closed,Lower,No,L_C
L_C_39_2,TRUE,2,11,Closed,Lower,Yes,L_C
L_C_39_3,TRUE,1,11,Closed,Lower,Yes,L_C
L_C_50_2,TRUE,1,11,Closed,Lower,Yes,L_C
L_C_51_2,TRUE,1,11,Closed,Lower,Yes,L_C
L_C_51_3,TRUE,1,11,Closed,Lower,Yes,L_C
L_O_02_1,TRUE,1,11,Open,Lower,No,L_O
L_O_04_1,TRUE,1,11,Open,Lower,No,L_O
L_O_49_2,TRUE,1,11,Open,Lower,Yes,L_O
M_C_02_2,TRUE,1,11,Closed,Middle,No,M_C
M_C_05_4,TRUE,1,11,Closed,Middle,No,M_C
M_C_08_4,TRUE,2,11,Closed,Middle,Yes,M_C
M_C_14_4,TRUE,2,11,Closed,Middle,No,M_C
M_C_15_2,TRUE,3,11,Closed,Middle,Yes,M_C
M_C_21_4,TRUE,3,11,Closed,Middle,Yes,M_C
M_C_31_3,TRUE,1,11,Closed,Middle,Yes,M_C
M_C_38_1,TRUE,2,11,Closed,Middle,Yes,M_C
M_O_07_2,TRUE,2,11,Open,Middle,No,M_O
M_O_24_4,TRUE,2,11,Open,Middle,No,M_O
M_O_32_3,TRUE,1,11,Open,Middle,Yes,M_O
M_O_38_4,TRUE,1,11,Open,Middle,No,M_O
U_C_01_5,TRUE,1,11,Closed,Upper,No,U_C
U_C_07_2,TRUE,1,11,Closed,Upper,Yes,U_C
U_C_12_1,TRUE,3,11,Closed,Upper,Yes,U_C
U_C_14_1,TRUE,1,11,Closed,Upper,Yes,U_C
U_C_14_4,TRUE,2,11,Closed,Upper,No,U_C
U_C_36_3,TRUE,3,11,Closed,Upper,Yes,U_C
U_O_06_2,TRUE,2,11,Open,Upper,No,U_O
U_O_17_1,TRUE,1,11,Open,Upper,No,U_O
U_O_24_4,TRUE,1,11,Open,Upper,No,U_O
U_O_25_2,TRUE,1,11,Open,Upper,Yes,U_O
U_O_36_5,TRUE,1,11,Open,Upper,Yes,U_O
U_O_41_1,TRUE,1,11,Open,Upper,No,U_O
U_O_43_2,TRUE,1,11,Open,Upper,Yes,U_O
U_C_35_1,TRUE,1,11.2,Closed,Upper,Yes,U_C
U_C_33_2,TRUE,1,11.4,Closed,Upper,Yes,U_C
L_C_07_2,TRUE,2,11.5,Closed,Lower,No,L_C
L_C_41_4,TRUE,1,11.5,Closed,Lower,No,L_C
L_O_25_3,TRUE,1,11.5,Open,Lower,Yes,L_O
M_O_07_3,TRUE,1,11.5,Open,Middle,Yes,M_O
U_C_30_3,TRUE,1,11.5,Closed,Upper,No,U_C
U_C_35_3,TRUE,1,11.5,Closed,Upper,No,U_C
U_C_30_1,TRUE,2,11.6,Closed,Upper,No,U_C
M_O_15_4,TRUE,1,11.7,Open,Middle,No,M_O
L_C_14_2,TRUE,1,12,Closed,Lower,No,L_C
L_C_37_2,TRUE,1,12,Closed,Lower,Yes,L_C
L_C_50_4,TRUE,1,12,Closed,Lower,No,L_C
L_O_07_1,TRUE,1,12,Open,Lower,Yes,L_O
L_O_16_3,TRUE,1,12,Open,Lower,Yes,L_O
L_O_20_2,TRUE,1,12,Open,Lower,Yes,L_O
L_O_29_4,TRUE,1,12,Open,Lower,Yes,L_O
L_O_47_3,TRUE,1,12,Open,Lower,No,L_O
L_O_50_2,TRUE,1,12,Open,Lower,Yes,L_O
M_C_07_1,TRUE,1,12,Closed,Middle,No,M_C
M_C_07_3,TRUE,1,12,Closed,Middle,No,M_C
M_C_08_1,TRUE,1,12,Closed,Middle,No,M_C
M_C_17_3,TRUE,1,12,Closed,Middle,Yes,M_C
M_C_19_1,TRUE,2,12,Closed,Middle,No,M_C
M_C_22_2,TRUE,1,12,Closed,Middle,No,M_C
M_C_25_2,TRUE,1,12,Closed,Middle,No,M_C
M_C_27_4,TRUE,2,12,Closed,Middle,No,M_C
M_O_01_3,TRUE,1,12,Open,Middle,No,M_O
M_O_04_3,TRUE,1,12,Open,Middle,Yes,M_O
M_O_22_1,TRUE,1,12,Open,Middle,Yes,M_O
M_O_26_1,TRUE,1,12,Open,Middle,No,M_O
M_O_35_3,TRUE,3,12,Open,Middle,Yes,M_O
M_O_44_2,TRUE,1,12,Open,Middle,No,M_O
U_C_02_4,TRUE,2,12,Closed,Upper,No,U_C
U_C_06_1,TRUE,1,12,Closed,Upper,No,U_C
U_C_09_2,TRUE,2,12,Closed,Upper,Yes,U_C
U_C_18_4,TRUE,3,12,Closed,Upper,Yes,U_C
U_C_26_4,TRUE,1,12,Closed,Upper,No,U_C
U_C_34_3,TRUE,1,12,Closed,Upper,Yes,U_C
U_C_44_2,TRUE,3,12,Closed,Upper,Yes,U_C
U_C_48_1,TRUE,1,12,Closed,Upper,No,U_C
U_O_02_2,TRUE,1,12,Open,Upper,Yes,U_O
U_O_15_1,TRUE,1,12,Open,Upper,No,U_O
U_O_20_4,TRUE,2,12,Open,Upper,Yes,U_O
U_O_25_3,TRUE,2,12,Open,Upper,Yes,U_O
U_O_37_1,TRUE,3,12,Open,Upper,No,U_O
U_O_43_1,TRUE,2,12,Open,Upper,Yes,U_O
L_O_16_2,TRUE,1,12.3,Open,Lower,No,L_O
L_O_50_4,TRUE,1,12.3,Open,Lower,No,L_O
M_O_10_1,TRUE,2,12.3,Open,Middle,Yes,M_O
L_C_27_3,TRUE,1,12.5,Closed,Lower,Yes,L_C
L_O_18_1,TRUE,1,12.5,Open,Lower,No,L_O
M_O_20_3,TRUE,1,12.5,Open,Middle,No,M_O
U_C_26_3,TRUE,2,12.5,Closed,Upper,No,U_C
U_C_25_2,TRUE,1,12.7,Closed,Upper,No,U_C
L_C_03_1,TRUE,1,13,Closed,Lower,Yes,L_C
L_C_14_1,TRUE,1,13,Closed,Lower,No,L_C
L_C_20_4,TRUE,1,13,Closed,Lower,Yes,L_C
L_C_28_1,TRUE,2,13,Closed,Lower,Yes,L_C
L_C_30_2,TRUE,1,13,Closed,Lower,Yes,L_C
L_C_38_4,TRUE,1,13,Closed,Lower,No,L_C
L_C_41_2,TRUE,1,13,Closed,Lower,Yes,L_C
L_C_45_2,TRUE,1,13,Closed,Lower,Yes,L_C
L_C_48_4,TRUE,1,13,Closed,Lower,No,L_C
L_O_46_4,TRUE,1,13,Open,Lower,No,L_O
L_O_48_1,TRUE,1,13,Open,Lower,No,L_O
M_C_04_3,TRUE,3,13,Closed,Middle,No,M_C
M_C_09_1,TRUE,1,13,Closed,Middle,Yes,M_C
M_C_09_4,TRUE,2,13,Closed,Middle,No,M_C
M_C_13_2,TRUE,2,13,Closed,Middle,No,M_C
M_C_21_3,TRUE,1,13,Closed,Middle,No,M_C
M_C_27_2,TRUE,3,13,Closed,Middle,Yes,M_C
M_C_35_2,TRUE,2,13,Closed,Middle,No,M_C
M_C_37_2,TRUE,3,13,Closed,Middle,Yes,M_C
M_C_39_1,TRUE,2,13,Closed,Middle,No,M_C
M_C_43_2,TRUE,2,13,Closed,Middle,No,M_C
M_C_48_3,TRUE,2,13,Closed,Middle,Yes,M_C
M_O_07_1,TRUE,2,13,Open,Middle,Yes,M_O
M_O_16_4,TRUE,1,13,Open,Middle,No,M_O
M_O_37_4,TRUE,1,13,Open,Middle,No,M_O
M_O_45_3,TRUE,1,13,Open,Middle,No,M_O
U_C_09_3,TRUE,1,13,Closed,Upper,Yes,U_C
U_C_16_3,TRUE,3,13,Closed,Upper,No,U_C
U_C_39_2,TRUE,1,13,Closed,Upper,No,U_C
U_C_41_3,TRUE,2,13,Closed,Upper,Yes,U_C
U_C_46_4,TRUE,1,13,Closed,Upper,No,U_C
U_C_47_3,TRUE,2,13,Closed,Upper,No,U_C
U_C_49_1,TRUE,1,13,Closed,Upper,Yes,U_C
U_O_01_1,TRUE,3,13,Open,Upper,Yes,U_O
U_O_14_2,TRUE,2,13,Open,Upper,No,U_O
U_O_24_2,TRUE,2,13,Open,Upper,Yes,U_O
U_O_26_2,TRUE,1,13,Open,Upper,Yes,U_O
U_O_30_3,TRUE,2,13,Open,Upper,Yes,U_O
L_C_03_2,TRUE,1,13.2,Closed,Lower,Yes,L_C
L_O_50_1,TRUE,1,13.2,Open,Lower,No,L_O
M_O_18_3,TRUE,2,13.3,Open,Middle,Yes,M_O
L_C_15_4,TRUE,1,13.5,Closed,Lower,Yes,L_C
M_C_43_1,TRUE,3,13.5,Closed,Middle,Yes,M_C
M_O_26_3,TRUE,1,13.5,Open,Middle,Yes,M_O
U_C_24_2,TRUE,1,13.9,Closed,Upper,No,U_C
L_C_10_3,TRUE,3,14,Closed,Lower,No,L_C
L_C_10_4,TRUE,1,14,Closed,Lower,Yes,L_C
L_C_17_2,TRUE,1,14,Closed,Lower,No,L_C
L_C_28_4,TRUE,2,14,Closed,Lower,Yes,L_C
L_C_32_4,TRUE,2,14,Closed,Lower,No,L_C
L_C_34_1,TRUE,1,14,Closed,Lower,Yes,L_C
L_C_37_3,TRUE,1,14,Closed,Lower,Yes,L_C
L_C_43_3,TRUE,1,14,Closed,Lower,No,L_C
L_C_44_2,TRUE,1,14,Closed,Lower,Yes,L_C
L_O_15_4,TRUE,1,14,Open,Lower,No,L_O
L_O_25_1,TRUE,1,14,Open,Lower,No,L_O
L_O_38_3,TRUE,1,14,Open,Lower,No,L_O
L_O_53_3,TRUE,1,14,Open,Lower,No,L_O
M_C_03_2,TRUE,1,14,Closed,Middle,No,M_C
M_C_08_3,TRUE,2,14,Closed,Middle,Yes,M_C
M_C_21_1,TRUE,1,14,Closed,Middle,No,M_C
M_C_30_2,FALSE,3,14,Closed,Middle,Yes,M_C
M_C_45_4,TRUE,1,14,Closed,Middle,Yes,M_C
M_O_20_2,TRUE,1,14,Open,Middle,No,M_O
M_O_41_4,TRUE,1,14,Open,Middle,Yes,M_O
U_C_07_4,TRUE,2,14,Closed,Upper,No,U_C
U_C_12_4,TRUE,3,14,Closed,Upper,Yes,U_C
U_C_16_2,TRUE,2,14,Closed,Upper,No,U_C
U_C_23_1,TRUE,1,14,Closed,Upper,Yes,U_C
U_C_38_4,TRUE,1,14,Closed,Upper,No,U_C
U_C_44_1,TRUE,1,14,Closed,Upper,Yes,U_C
U_C_46_2,TRUE,2,14,Closed,Upper,Yes,U_C
U_C_47_4,TRUE,3,14,Closed,Upper,Yes,U_C
U_O_02_4,TRUE,1,14,Open,Upper,No,U_O
U_O_16_2,TRUE,1,14,Open,Upper,No,U_O
U_O_16_3,TRUE,1,14,Open,Upper,No,U_O
U_O_20_3,TRUE,1,14,Open,Upper,No,U_O
U_O_26_3,TRUE,1,14,Open,Upper,Yes,U_O
U_O_26_4,TRUE,2,14,Open,Upper,No,U_O
U_O_34_3,TRUE,1,14,Open,Upper,Yes,U_O
U_O_35_4,TRUE,1,14,Open,Upper,No,U_O
U_O_40_2,TRUE,1,14,Open,Upper,No,U_O
U_O_48_2,TRUE,1,14,Open,Upper,No,U_O
M_O_16_2,TRUE,2,14.1,Open,Middle,No,M_O
U_C_28_2,TRUE,1,14.1,Closed,Upper,Yes,U_C
U_C_24_1,TRUE,1,14.2,Closed,Upper,No,U_C
M_O_11_3,TRUE,2,14.3,Open,Middle,Yes,M_O
L_O_29_2,TRUE,1,14.5,Open,Lower,No,L_O
M_O_08_1,TRUE,3,14.5,Open,Middle,No,M_O
M_O_22_3,TRUE,1,14.5,Open,Middle,No,M_O
M_O_26_4,TRUE,2,14.5,Open,Middle,No,M_O
M_O_47_3,TRUE,1,14.5,Open,Middle,No,M_O
U_C_23_4,TRUE,3,14.5,Closed,Upper,Yes,U_C
U_C_25_1,TRUE,2,14.5,Closed,Upper,No,U_C
U_C_25_3,TRUE,1,14.5,Closed,Upper,Yes,U_C
U_C_32_3,TRUE,1,14.5,Closed,Upper,No,U_C
M_O_19_1,TRUE,3,14.9,Open,Middle,Yes,M_O
L_C_04_4,TRUE,1,15,Closed,Lower,Yes,L_C
L_C_07_1,TRUE,1,15,Closed,Lower,No,L_C
L_C_18_2,TRUE,1,15,Closed,Lower,No,L_C
L_C_23_2,TRUE,1,15,Closed,Lower,Yes,L_C
L_C_36_2,TRUE,1,15,Closed,Lower,Yes,L_C
L_C_44_4,TRUE,1,15,Closed,Lower,Yes,L_C
L_C_45_4,TRUE,1,15,Closed,Lower,No,L_C
L_C_51_1,TRUE,2,15,Closed,Lower,Yes,L_C
L_O_24_2,TRUE,1,15,Open,Lower,No,L_O
L_O_48_4,TRUE,1,15,Open,Lower,No,L_O
L_O_53_1,TRUE,1,15,Open,Lower,No,L_O
M_C_02_1,TRUE,2,15,Closed,Middle,Yes,M_C
M_C_04_2,TRUE,1,15,Closed,Middle,No,M_C
M_C_06_3,TRUE,2,15,Closed,Middle,Yes,M_C
M_C_10_3,TRUE,2,15,Closed,Middle,No,M_C
M_C_17_4,TRUE,3,15,Closed,Middle,Yes,M_C
M_C_24_2,TRUE,2,15,Closed,Middle,Yes,M_C
